,first_word,first_POS,first_animacy,first_gender,first_number,first_case,second_word,second_POS,second_person,second_case,second_number,dist,label
1040,заполнителя,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,8,0
1041,сырья,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,14,0
1042,строительством,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,10,0
1043,отраслей,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,9,0
1044,опыт,NOUN,inan,masc,sing,nomn,их,NPRO,3per,accs,plur,3,0
1045,изготовления,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,2,0
1046,основе,NOUN,inan,femn,sing,loct,их,NPRO,3per,accs,plur,1,0
1047,компонента,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,4,0
1048,заполнителя,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,8,0
1049,кирпича,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,10,0
1050,блоков,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,13,0
1051,опыт,NOUN,inan,masc,sing,nomn,их,NPRO,3per,accs,plur,4,0
1052,использования,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,3,0
1053,применением,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,1,0
1054,качестве,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,3,0
1055,микронаполнителя,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,4,0
1056,компонента,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,6,0
1057,отложения,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,17,0
1058,твердостью,NOUN,inan,femn,sing,ablt,его,NPRO,3per,accs,sing,12,0
1059,частиц,NOUN,inan,femn,plur,gent,его,NPRO,3per,accs,sing,6,0
1060,размером,NOUN,inan,masc,sing,ablt,его,NPRO,3per,accs,sing,5,0
1061,миллиметра,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,3,0
1062,затраты,NOUN,inan,femn,plur,accs,его,NPRO,3per,accs,sing,4,0
1063,измельчение,NOUN,inan,neut,sing,nomn,его,NPRO,3per,accs,sing,6,0
1064,сравнению,NOUN,inan,neut,sing,datv,их,NPRO,3per,accs,plur,13,0
1065,известняками,NOUN,inan,masc,plur,ablt,их,NPRO,3per,accs,plur,10,0
1066,растворимость,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,6,0
1067,изделия,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,2,0
1068,основе,NOUN,inan,femn,sing,loct,их,NPRO,3per,accs,plur,1,0
1069,Наличие,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,14,0
1070,сырья,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,10,0
1071,выводу,NOUN,inan,masc,sing,datv,их,NPRO,3per,accs,plur,5,0
1072,необходимости,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,3,0
1073,перспективности,NOUN,inan,femn,sing,loct,их,NPRO,3per,accs,plur,1,0
1074,применения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,1,0
1075,качестве,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,3,0
1076,заполнителя,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,5,0
1077,изделий,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,13,0
1078,Методы,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,9,0
1079,формования,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,45,0
1080,изделий,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,7,0
1081,средства,NOUN,inan,neut,plur,nomn,их,NPRO,3per,accs,plur,16,0
1082,уплотнения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,53,0
1083,многообразии,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,1,0
1084,формование,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,40,0
1085,методом,NOUN,inan,masc,sing,ablt,их,NPRO,3per,accs,plur,8,0
1086,формование,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,40,0
1087,применением,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,12,0
1088,качестве,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,14,0
1089,средства,NOUN,inan,neut,plur,nomn,их,NPRO,3per,accs,plur,16,0
1090,уплотнения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,53,0
1091,формование,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,40,0
1092,использованием,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,21,0
1093,вибрации,NOUN,inan,femn,plur,accs,их,NPRO,3per,accs,plur,22,0
1094,сочетании,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,24,0
1095,давлением,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,26,0
1096,формование,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,40,0
1097,уплотнением,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,35,0
1098,укатка,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,38,0
1099,методы,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,44,0
1100,удаление,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,47,0
1101,количества,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,49,0
1102,воды,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,50,0
1103,процессе,NOUN,inan,masc,sing,loct,их,NPRO,3per,accs,plur,52,0
1104,уплотнения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,53,0
1105,название,NOUN,inan,neut,sing,nomn,его,NPRO,3per,accs,sing,8,0
1106,источникам,NOUN,inan,masc,plur,datv,его,NPRO,3per,accs,sing,4,0
1107,целью,NOUN,inan,femn,sing,ablt,его,NPRO,3per,accs,sing,2,0
1108,использование,NOUN,inan,neut,sing,nomn,его,NPRO,3per,accs,sing,4,0
1109,блоков,NOUN,inan,masc,plur,gent,его,NPRO,3per,accs,sing,16,0
1110,результате,NOUN,inan,masc,sing,loct,их,NPRO,3per,accs,plur,5,0
1111,уплотнения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,4,0
1112,методом,NOUN,inan,masc,sing,ablt,их,NPRO,3per,accs,plur,2,0
1113,гиперпрессования,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,1,0
1114,свойства,NOUN,inan,neut,plur,accs,их,NPRO,3per,accs,plur,1,0
1115,свойств,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,5,0
1116,прессованием,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,9,0
1117,получение,NOUN,inan,neut,sing,accs,их,NPRO,3per,accs,plur,21,0
1118,изделий,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,20,0
1119,свойствами,NOUN,inan,neut,plur,ablt,их,NPRO,3per,accs,plur,17,0
1120,прочности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,11,0
1121,гиперпрессование,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,6,0
1122,расход,NOUN,inan,masc,sing,nomn,их,NPRO,3per,accs,plur,1,0
1123,сравнению,NOUN,inan,neut,sing,datv,их,NPRO,3per,accs,plur,7,0
1124,метод,NOUN,inan,masc,sing,nomn,их,NPRO,3per,accs,plur,11,0
1125,использовании,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,14,0
1126,заполнителей,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,16,0
1127,продуктов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,19,0
1128,материала,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,41,0
1129,уровни,NOUN,inan,masc,plur,nomn,его,NPRO,3per,accs,sing,38,0
1130,эффективность,NOUN,inan,femn,sing,accs,его,NPRO,3per,accs,sing,28,0
1131,числе,NOUN,inan,neut,sing,loct,его,NPRO,3per,accs,sing,23,0
1132,гранулометрию,NOUN,inan,femn,sing,accs,его,NPRO,3per,accs,sing,19,0
1133,состав,NOUN,inan,masc,sing,accs,его,NPRO,3per,accs,sing,16,0
1134,уровень,NOUN,inan,masc,sing,nomn,его,NPRO,3per,accs,sing,14,0
1135,продолжительность,NOUN,inan,femn,sing,nomn,его,NPRO,3per,accs,sing,12,0
1136,вид,NOUN,inan,masc,sing,nomn,его,NPRO,3per,accs,sing,8,0
1137,количество,NOUN,inan,neut,sing,nomn,его,NPRO,3per,accs,sing,6,0
1138,условия,NOUN,inan,neut,plur,accs,его,NPRO,3per,accs,sing,3,0
1139,гиперпрессования,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,2,0
1140,ряд,NOUN,inan,masc,sing,nomn,его,NPRO,3per,accs,sing,2,0
1141,перераспределения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,3,0
1142,методика,NOUN,inan,femn,sing,nomn,ее,NPRO,3per,accs,sing,19,0
1143,оценки,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,18,0
1144,смачивания,NOUN,inan,neut,sing,gent,ее,NPRO,3per,accs,sing,17,0
1145,заполнителей,NOUN,inan,masc,plur,gent,ее,NPRO,3per,accs,sing,15,0
1146,методом,NOUN,inan,masc,sing,ablt,ее,NPRO,3per,accs,sing,14,0
1147,подсоса,NOUN,inan,masc,sing,gent,ее,NPRO,3per,accs,sing,12,0
1148,толщину,NOUN,inan,femn,sing,accs,ее,NPRO,3per,accs,sing,8,0
1149,пленки,NOUN,inan,femn,plur,nomn,ее,NPRO,3per,accs,sing,7,0
1150,оценки,NOUN,inan,femn,sing,gent,Он,NPRO,3per,nomn,sing,4,0
1151,смачивания,NOUN,inan,neut,sing,gent,Он,NPRO,3per,nomn,sing,3,0
1152,объем,NOUN,inan,masc,sing,nomn,Он,NPRO,3per,nomn,sing,7,0
1153,показатели,NOUN,inan,masc,plur,accs,их,NPRO,3per,accs,plur,5,0
1154,группы,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,2,0
1155,вида,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,7,0
1156,смачивателя,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,8,0
1157,характеристик,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,10,0
1158,поверхности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,11,0
1159,гранулометрия,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,1,0
1160,частицами,NOUN,inan,femn,plur,ablt,их,NPRO,3per,accs,plur,3,0
1161,количеством,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,10,0
1162,Климат,NOUN,inan,masc,sing,nomn,они,NPRO,3per,nomn,plur,14,0
1163,влияние,NOUN,inan,neut,sing,accs,они,NPRO,3per,nomn,plur,12,0
1164,конструкции,NOUN,inan,femn,sing,gent,они,NPRO,3per,nomn,plur,4,0
1165,контакте,NOUN,inan,masc,sing,loct,они,NPRO,3per,nomn,plur,4,0
1166,районах,NOUN,inan,masc,plur,loct,их,NPRO,3per,accs,plur,14,0
1167,зоны,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,13,0
1168,климата,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,11,0
1169,характера,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,5,0
1170,течение,NOUN,inan,neut,sing,accs,их,NPRO,3per,accs,plur,3,0
1171,количество,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,1,0
1172,районов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,8,0
1173,обилие,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,6,0
1174,количество,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,1,0
1175,районах,NOUN,inan,masc,plur,loct,их,NPRO,3per,accs,plur,7,0
1176,выбор,NOUN,inan,masc,sing,nomn,них,NPRO,3per,gent,plur,23,0
1177,устройств,NOUN,inan,neut,plur,gent,них,NPRO,3per,gent,plur,21,0
1178,доступ,NOUN,inan,masc,sing,accs,них,NPRO,3per,gent,plur,14,0
1179,света,NOUN,inan,masc,sing,gent,них,NPRO,3per,gent,plur,11,0
1180,вентиляцию,NOUN,inan,femn,sing,accs,них,NPRO,3per,gent,plur,7,0
1181,возможность,NOUN,inan,femn,sing,accs,них,NPRO,3per,gent,plur,3,0
1182,видимости,NOUN,inan,femn,sing,datv,них,NPRO,3per,gent,plur,2,0
1183,функции,NOUN,inan,femn,plur,accs,них,NPRO,3per,gent,plur,7,0
1184,защиты,NOUN,inan,femn,sing,gent,них,NPRO,3per,gent,plur,8,0
1185,затраты,NOUN,inan,femn,plur,accs,они,NPRO,3per,nomn,plur,12,0
1186,сооружения,NOUN,inan,neut,sing,gent,они,NPRO,3per,nomn,plur,9,0
1187,счет,NOUN,inan,masc,sing,accs,они,NPRO,3per,nomn,plur,6,0
1188,снижения,NOUN,inan,neut,sing,gent,они,NPRO,3per,nomn,plur,5,0
1189,расходов,NOUN,inan,masc,plur,gent,они,NPRO,3per,nomn,plur,4,0
1190,температуру,NOUN,inan,femn,sing,accs,они,NPRO,3per,nomn,plur,2,0
1191,помещении,NOUN,inan,neut,sing,loct,они,NPRO,3per,nomn,plur,4,0
1192,3-4°С,NOUN,inan,masc,sing,nomn,они,NPRO,3per,nomn,plur,6,0
1193,затратах,NOUN,inan,femn,plur,loct,они,NPRO,3per,nomn,plur,8,0
1194,устройство,NOUN,inan,neut,sing,nomn,они,NPRO,3per,nomn,plur,11,0
1195,стоимости,NOUN,inan,femn,sing,gent,они,NPRO,3per,nomn,plur,17,0
1196,(рисунок,NOUN,inan,masc,sing,nomn,Они,NPRO,3per,nomn,plur,12,0
1197,основном,NOUN,inan,neut,sing,loct,Они,NPRO,3per,nomn,plur,7,0
1198,затенения,NOUN,inan,neut,sing,gent,Они,NPRO,3per,nomn,plur,4,0
1199,фасадов,NOUN,inan,masc,plur,gent,Они,NPRO,3per,nomn,plur,2,0
1200,помещение,NOUN,inan,neut,sing,accs,Они,NPRO,3per,nomn,plur,14,0
1201,проникновению,NOUN,inan,neut,sing,datv,Они,NPRO,3per,nomn,plur,11,0
1202,воздуха,NOUN,inan,masc,sing,gent,Они,NPRO,3per,nomn,plur,12,0
1203,помещение,NOUN,inan,neut,sing,accs,Они,NPRO,3per,nomn,plur,14,0
1204,ориентации,NOUN,inan,femn,sing,gent,они,NPRO,3per,nomn,plur,2,0
1205,проёмов,NOUN,inan,masc,plur,gent,они,NPRO,3per,nomn,plur,1,0
1206,попадание,NOUN,inan,neut,sing,nomn,они,NPRO,3per,nomn,plur,2,0
1207,помещение,NOUN,inan,neut,sing,accs,они,NPRO,3per,nomn,plur,4,0
1208,косых,NOUN,anim,,sing,nomn,они,NPRO,3per,nomn,plur,7,0
1209,освещенность,NOUN,inan,femn,sing,nomn,они,NPRO,3per,nomn,plur,16,0
1210,качестве,NOUN,inan,neut,sing,loct,Они,NPRO,3per,nomn,plur,14,0
1211,стороны,NOUN,inan,femn,sing,gent,Они,NPRO,3per,nomn,plur,8,0
1212,здания,NOUN,inan,neut,sing,gent,Они,NPRO,3per,nomn,plur,7,0
1213,помещения,NOUN,inan,neut,sing,gent,Они,NPRO,3per,nomn,plur,4,0
1214,лучи,NOUN,inan,masc,plur,accs,Они,NPRO,3per,nomn,plur,6,0
1215,лучей,NOUN,inan,masc,plur,gent,Они,NPRO,3per,nomn,plur,13,0
1216,стоянии,NOUN,inan,neut,sing,loct,Они,NPRO,3per,nomn,plur,16,0
1217,помещение,NOUN,inan,neut,sing,accs,она,NPRO,3per,nomn,sing,10,0
1218,косых,NOUN,anim,,sing,nomn,она,NPRO,3per,nomn,sing,6,0
1219,тема,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,9,0
1220,фасадов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,8,0
1221,выразительность,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,4,0
1222,облику,NOUN,inan,masc,sing,datv,их,NPRO,3per,accs,plur,3,0
1223,тема,NOUN,inan,femn,sing,nomn,Они,NPRO,3per,nomn,plur,15,0
1224,фасадов,NOUN,inan,masc,plur,gent,Они,NPRO,3per,nomn,plur,14,0
1225,выразительность,NOUN,inan,femn,sing,nomn,Они,NPRO,3per,nomn,plur,10,0
1226,облику,NOUN,inan,masc,sing,datv,Они,NPRO,3per,nomn,plur,9,0
1227,рисунок,NOUN,inan,masc,sing,nomn,Они,NPRO,3per,nomn,plur,2,0
1228,ритм,NOUN,inan,masc,sing,nomn,Они,NPRO,3per,nomn,plur,5,0
1229,нагрев,NOUN,inan,masc,sing,nomn,их,NPRO,3per,accs,plur,4,0
1230,здании,NOUN,inan,neut,sing,loct,они,NPRO,3per,nomn,plur,9,0
1231,сооружении,NOUN,inan,neut,sing,loct,они,NPRO,3per,nomn,plur,7,0
1232,конструкции,NOUN,inan,femn,sing,gent,они,NPRO,3per,nomn,plur,6,0
1233,друг,NOUN,anim,masc,sing,nomn,они,NPRO,3per,nomn,plur,5,0
1234,Использование,NOUN,inan,neut,sing,nomn,он,NPRO,3per,nomn,sing,21,0
1235,материалов,NOUN,inan,masc,plur,gent,он,NPRO,3per,nomn,sing,20,0
1236,тонов,NOUN,inan,masc,plur,gent,он,NPRO,3per,nomn,sing,18,0
1237,окраске,NOUN,inan,femn,sing,datv,он,NPRO,3per,nomn,sing,16,0
1238,отделке,NOUN,inan,femn,sing,datv,он,NPRO,3per,nomn,sing,14,0
1239,стен,NOUN,inan,femn,plur,gent,он,NPRO,3per,nomn,sing,13,0
1240,коэффициентом,NOUN,inan,masc,sing,ablt,он,NPRO,3per,nomn,sing,5,0
1241,отражения,NOUN,inan,neut,sing,gent,он,NPRO,3per,nomn,sing,4,0
1242,лучей,NOUN,inan,masc,plur,gent,он,NPRO,3per,nomn,sing,1,0
1243,Использование,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,27,0
1244,стекла,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,24,0
1245,добавками,NOUN,inan,femn,plur,ablt,их,NPRO,3per,accs,plur,22,0
1246,окислов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,21,0
1247,металлов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,20,0
1248,стеклопакеты,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,12,0
1249,прокладкой,NOUN,inan,femn,sing,ablt,их,NPRO,3per,accs,plur,10,0
1250,волокна,NOUN,inan,neut,plur,nomn,их,NPRO,3per,accs,plur,8,0
1251,профилю,NOUN,inan,masc,sing,datv,их,NPRO,3per,accs,plur,1,0
1252,поверхности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,2,0
1253,отражение,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,5,0
1254,лучей,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,7,0
1255,границе,NOUN,inan,femn,sing,loct,их,NPRO,3per,accs,plur,9,0
1256,листом,NOUN,inan,masc,sing,ablt,их,NPRO,3per,accs,plur,15,0
1257,зданий,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,31,0
1258,условиях,NOUN,inan,neut,plur,loct,их,NPRO,3per,accs,plur,29,0
1259,климата,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,26,0
1260,помещения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,24,0
1261,потоков,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,21,0
1262,света,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,15,0
1263,воздействия,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,11,0
1264,кирпича,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,2,0
1265,удовлетворения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,6,0
1266,требований,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,5,0
1267,освещенности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,4,0
1268,расположение,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,1,0
1269,конструкция,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,3,0
1270,снижению,NOUN,inan,neut,sing,datv,их,NPRO,3per,accs,plur,5,0
1271,теплопоступлений,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,6,0
1272,конструкций,NOUN,inan,femn,plur,gent,Они,NPRO,3per,nomn,plur,8,0
1273,зданий,NOUN,inan,neut,plur,gent,Они,NPRO,3per,nomn,plur,7,0
1274,воздействию,NOUN,inan,neut,sing,datv,Они,NPRO,3per,nomn,plur,3,0
1275,радиации,NOUN,inan,femn,sing,gent,Они,NPRO,3per,nomn,plur,3,0
1276,стены,NOUN,inan,femn,sing,gent,Они,NPRO,3per,nomn,plur,9,0
1277,(рисунок,NOUN,inan,masc,sing,nomn,их,NPRO,3per,accs,plur,3,0
1278,сна,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,3,0
1279,отдыха,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,5,0
1280,действием,NOUN,inan,neut,sing,ablt,они,NPRO,3per,nomn,plur,2,0
1281,теплоотдачу,NOUN,inan,femn,sing,accs,они,NPRO,3per,nomn,plur,5,0
1282,счет,NOUN,inan,masc,sing,accs,они,NPRO,3per,nomn,plur,7,0
1283,охлаждения,NOUN,inan,neut,sing,gent,они,NPRO,3per,nomn,plur,8,0
1284,омывании,NOUN,inan,neut,sing,loct,они,NPRO,3per,nomn,plur,10,0
1285,воздухом,NOUN,inan,masc,sing,ablt,они,NPRO,3per,nomn,plur,11,0
1286,поверхности,NOUN,inan,femn,sing,gent,они,NPRO,3per,nomn,plur,13,0
1287,поверхность,NOUN,inan,femn,sing,accs,они,NPRO,3per,nomn,plur,16,0
1288,действием,NOUN,inan,neut,sing,ablt,его,NPRO,3per,accs,sing,21,0
1289,теплоотдачу,NOUN,inan,femn,sing,accs,его,NPRO,3per,accs,sing,18,0
1290,счет,NOUN,inan,masc,sing,accs,его,NPRO,3per,accs,sing,16,0
1291,охлаждения,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,15,0
1292,омывании,NOUN,inan,neut,sing,loct,его,NPRO,3per,accs,sing,13,0
1293,воздухом,NOUN,inan,masc,sing,ablt,его,NPRO,3per,accs,sing,12,0
1294,поверхности,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,10,0
1295,покрытия,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,9,0
1296,поверхность,NOUN,inan,femn,sing,accs,его,NPRO,3per,accs,sing,7,0
1297,раза,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,2,0
1298,Крыши-ванны,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,26,0
